ID or #		Start	End
gene1297		1331048	1333645
gene1298		1333855	1334829
gene1299		1335124	1335288
gene1300		1335291	1335458
gene1301		1335831	1338506
gene1302		1338570	1339160
gene1303		1339330	1340094
gene1304		1340243	1340551
gene1305		1340558	1341727
gene1306		1341921	1342658
gene1307		1342658	1342984
gene1308		1343110	1343328
gene1309		1343597	1344346
gene1310		1344436	1344609
gene1311		1344757	1346742
gene1312		1346796	1346900
gene1313		1346978	1348912
gene1314		1348980	1350107
gene1315		1350251	1351039
gene1316		1351407	1351760
gene1317		1351828	1352634
gene1318		1352636	1353628
gene1319		1353628	1354518
gene1320		1354505	1355470
gene1321		1355467	1357110
gene1322		1357423	1357668
gene1323		1357802	1359187
gene1324		1359490	1360908
gene1325		1361120	1361884
gene1326		1361911	1362468
gene1327		1362743	1364230
gene1328		1364232	1365512
gene1329		1365550	1366815
gene1330		1366935	1367912
gene1331		1368079	1368747
gene1332		1368801	1369025
gene1333		1369025	1369384
gene1334		1369393	1369614
gene1335		1369689	1370003
gene1336		1370216	1371895
gene1337		1371909	1373201
gene1338		1373222	1374103
gene1339		1374090	1374932
gene1340		1374963	1376015
gene1341		1376034	1376822
gene1342		1376832	1377887
gene1343		1377884	1380151
gene1344		1380148	1380807
gene1345		1380821	1381902
gene1346		1381947	1382852
gene1347		1382963	1383961
gene1348		1384117	1385514
gene1349		1385511	1386572
gene1350		1386720	1388261
gene1351		1388305	1388811
gene1352		1388930	1389895
gene1353		1389870	1390598
gene1354		1390725	1390862
gene1355		1390868	1390933
gene1356		1390933	1391853
gene1357		1391991	1392890
gene1358		1393227	1394840
gene1359		1394891	1395922
gene1360		1396076	1397092
gene1361		1397365	1397622
gene1362		1397672	1398622
gene1363		1398774	1399526
gene1364		1399721	1400236
gene1365		1400247	1401773
gene1366		1401810	1403255
gene1367		1403255	1404565
gene1368		1404741	1405649
gene1369		1405656	1405751
gene1370		1405979	1406542
gene1371		1406563	1407795
gene1372		1408050	1409033
gene1373		1409129	1409250
gene1374		1409511	1410884
gene1375		1411013	1411948
gene1376		1412000	1413235
gene1377		1413237	1413452
gene1378		1413531	1413740
gene1379		1413733	1413927
gene1380		1413984	1414793
gene1381		1414786	1417386
gene1382		1417488	1417763
gene1383		1417838	1418008
gene1384		1418008	1418229
gene1385		1418671	1419159
gene1386		1419156	1419311
gene1387		1419322	1419456
gene1388		1419765	1420241
gene1389		1420365	1420661
gene1390		1420684	1421106
gene1391		1421119	1421976
gene1392		1421983	1422729
gene1393		1422701	1423200
gene1394		1423201	1423644
gene1395		1423400	1423585
gene1396		1423782	1425239
gene1397		1425377	1425640
gene1398		1425630	1426082
gene1399		1426454	1427386
gene1400		1427389	1427598
gene1400		1428795	1428984
gene1401		1427746	1428726
gene1402		1429049	1432411
gene1403		1432411	1432986
gene1404		1433084	1433674
gene1405		1433991	1434224
gene1406		1434958	1435008
gene1407		1435185	1435619
gene1408		1435760	1436893
gene1409		1437121	1437229
gene1410		1437260	1440784
gene1411		1441058	1441324
gene1412		1441321	1441743
gene1413		1441854	1442843
gene1414		1443051	1445690
gene1415		1445687	1445872
gene1416		1445880	1446206
gene1417		1446378	1447283
gene1418		1447519	1449018
gene1419		1449076	1451349
gene1420		1451597	1453642
gene1421		1453927	1454856
gene1422		1454868	1455155
gene1423		1455164	1455910
gene1424		1455925	1456422
gene1425		1456430	1457500
gene1426		1457497	1458264
gene1427		1458264	1459052
gene1428		1459054	1460481
gene1429		1460471	1460893
gene1430		1460893	1462098
gene1431		1462125	1463438
gene1432		1463539	1464489
gene1433		1464471	1465061
gene1434		1465165	1465230
gene1435		1465392	1467904
gene1435		1469241	1469293
gene1435		1470517	1474013
gene1436		1467921	1468826
gene1437		1468784	1469149
gene1438		1469358	1470509
gene1439		1474221	1475081
gene1440		1475144	1477450
gene1441		1477621	1478226
gene1442		1478226	1479122
gene1443		1479138	1480895
gene1444		1480909	1482201
gene1445		1482255	1482860
gene1446		1483061	1486963
gene1447		1487235	1488035
gene1448		1488232	1489671
gene1449		1489713	1490713
gene1450		1490902	1491432
gene1451		1491443	1491506
gene1452		1491677	1491850
gene1453		1491922	1492071
gene1454		1491962	1492129
gene1455		1492119	1492174
gene1456		1492470	1494110
gene1457		1494148	1495071
gene1458		1495288	1496631
gene1459		1496856	1498511
gene1460		1498651	1498875
gene1461		1498938	1499477
gene1462		1499469	1500449
gene1463		1500573	1501565
gene1464		1501562	1502155
gene1465		1502457	1503125
gene1466		1503218	1503649
gene1467		1503717	1504865
gene1468		1504905	1506080
gene1469		1506172	1506708
gene1470		1506781	1508742
gene1471		1508834	1509064
gene1472		1509286	1509462
gene1473		1509508	1509924
gene1474		1510003	1511409
gene1475		1511654	1512799
gene1476		1512817	1513830
gene1477		1513831	1514772
gene1478		1514762	1515556
gene1479		1515578	1517002
gene1480		1517099	1517194
gene1481		1517389	1517562
gene1482		1517648	1517881
gene1483		1517882	1518331
gene1484		1518328	1518846
gene1485		1519027	1520064
gene1486		1520262	1520927
gene1487		1520963	1523065
gene1488		1523307	1524368
gene1489		1524481	1525980
gene1490		1526247	1526864
gene1491		1526940	1527152
gene1492		1527902	1529938
gene1493		1529922	1530404
gene1494		1530586	1531639
gene1495		1531816	1532952
gene1496		1533052	1533285
gene1497		1533282	1533851
gene1498		1534024	1534869
gene1499		1534965	1535858
gene1500		1535937	1536617
gene1501		1536614	1537309
gene1502		1537309	1538853
gene1503		1538850	1542590
gene1504		1542672	1544060
gene1505		1544384	1545714
gene1506		1545750	1546028
gene1507		1546288	1547169
gene1508		1547401	1550448
gene1509		1550461	1551345
gene1510		1551338	1551991
gene1511		1552398	1552682
gene1512		1552828	1553838
gene1513		1553972	1555669
gene1514		1555826	1555963
gene1515		1556065	1556280
gene1516		1556625	1557056
gene1517		1557112	1558038
gene1518		1558031	1559017
gene1519		1559014	1559910
gene1520		1559907	1560929
gene1521		1560931	1562481
gene1522		1562495	1563076
gene1523		1563334	1565733
gene1524		1565758	1567140
gene1525		1567504	1568823
gene1526		1568954	1570489
gene1527		1570645	1572045
gene1528		1572407	1575202
gene1529		1575247	1577619
gene1530		1577657	1579342
gene1531		1579633	1580790
gene1532		1580842	1582524
gene1533		1582926	1583687
gene1534		1583762	1583959
gene1535		1584207	1586486
gene1536		1586820	1587734
gene1537		1587793	1588296
gene1538		1588309	1588839
gene1539		1588853	1590079
gene1540		1590334	1590536
gene1541		1590854	1592176
gene1542		1592176	1592442
gene1543		1592665	1597987
gene1544		1598617	1600209
gene1545		1600288	1601241
gene1546		1601490	1603025
gene1547		1603019	1604047
gene1548		1604047	1605039
gene1549		1605051	1606073
gene1550		1606100	1606975
gene1551		1606999	1607289
gene1552		1607346	1608104
gene1553		1608108	1609022
gene1554		1609229	1610680
gene1555		1610907	1611854
gene1556		1611966	1612325
gene1557		1612325	1613251
gene1558		1613315	1614703
gene1559		1614804	1615685
gene1560		1615763	1616878
gene1561		1617028	1618218
gene1562		1618243	1618908
gene1563		1619120	1619554
gene1564		1619574	1619957
gene1565		1619989	1620207
gene1566		1620238	1621137
gene1567		1621332	1622519
gene1568		1622646	1622741
gene1569		1622817	1622914
gene1570		1622960	1623850
gene1571		1624105	1624497
gene1572		1624773	1625291
gene1573		1625335	1627380
gene1574		1627517	1628263
gene1575		1628352	1629038
gene1576		1629215	1629418
gene1577		1629453	1630913
gene1578		1652755	1652838
gene1578		1631002	1632285
gene1579		1633072	1633305
gene1580		1633622	1634212
gene1581		1634310	1634885
gene1582		1634885	1635847
gene1583		1635840	1636367
gene1584		1636756	1636989
gene1585		1637047	1637457
gene1586		1637609	1637782
gene1587		1637954	1638109
gene1588		1638455	1638667
gene1589		1639030	1639527
gene1590		1639080	1639334
gene1591		1639524	1640057
gene1592		1640054	1640365
gene1593		1640370	1640585
gene1594		1641339	1641554
gene1595		1641855	1642067
gene1596		1642489	1643241
gene1597		1643255	1644304
gene1598		1644651	1644902
gene1599		1645119	1645274
gene1600		1645346	1645633
gene1601		1645633	1645872
gene1602		1645897	1646202
gene1603		1646405	1646737
gene1604		1647174	1647356
gene1605		1647358	1647636
gene1606		1647620	1647850
gene1607		1647934	1648341
gene1608		1648508	1648663
gene1609		1648665	1648793
gene1610		1648823	1649041
gene1611		1649382	1649434
gene1612		1649609	1649797
gene1613		1649794	1649985
gene1614		1650078	1650842
gene1615		1650845	1651537
gene1616		1651551	1652708
gene1617		1652896	1653915
gene1618		1653927	1655141
gene1619		1655347	1655673
gene1620		1655808	1656149
gene1621		1656184	1656744
gene1622		1656747	1657457
gene1623		1657565	1657870
gene1624		1658069	1660495
gene1625		1660556	1662979
gene1626		1662990	1663607
gene1627		1663609	1664463
gene1628		1664506	1665120
gene1629		1665315	1666571
gene1630		1666524	1667219
gene1631		1667344	1668564
gene1632		1668699	1669592
gene1633		1669699	1670952
gene1634		1671376	1671684
gene1635		1671777	1671860
gene1636		1671960	1672781
gene1637		1672820	1673149
gene1638		1673136	1673501
gene1639		1673913	1674947
gene1640		1674972	1676360
gene1641		1676371	1677903
gene1642		1678427	1679371
gene1643		1679557	1680939
gene1644		1680976	1681698
gene1645		1681695	1682030
gene1646		1682159	1682878
gene1647		1682882	1684183
gene1648		1684259	1685188
gene1649		1685185	1686588
gene1650		1686731	1688377
gene1651		1688576	1689751
gene1652		1689852	1691360
gene1653		1691586	1692851
gene1654		1692890	1694263
gene1655		1694260	1696071
gene1656		1696462	1697052
gene1657		1697273	1698040
gene1658		1698152	1699180
gene1659		1699355	1700947
gene1660		1700957	1702129
gene1661		1702233	1703234
gene1662		1703268	1704308
gene1663		1704551	1704676
gene1664		1704949	1705164
gene1665		1705250	1705690
gene1666		1705767	1706348
gene1667		1706348	1706926
gene1668		1706919	1709141
gene1669		1709142	1710200
gene1670		1710204	1710824
gene1671		1710828	1711523
gene1672		1711523	1712158
gene1673		1712769	1714271
gene1674		1714377	1714982
gene1675		1715026	1715889
gene1676		1715948	1717222
gene1677		1717351	1718007
gene1678		1718066	1718395
gene1679		1718493	1719602
gene1680		1719876	1720343
gene1681		1720390	1720824
gene1682		1721025	1721261
gene1683		1721264	1722121
gene1684		1722121	1724133
gene1685		1724134	1724655
gene1686		1724736	1725632
gene1687		1725681	1725920
gene1688		1726023	1726622
gene1689		1726659	1727756
gene1690		1727837	1728244
gene1691		1728347	1728994
gene1692		1729087	1733703
gene1693		1733754	1734101
gene1694		1734435	1735250
gene1695		1735378	1735959
gene1696		1736121	1737290
gene1697		1737456	1737545
gene1698		1737844	1738869
gene1699		1738866	1739798
gene1700		1739911	1741122
gene1701		1741413	1742561
gene1702		1742601	1743242
gene1703		1743457	1744830
gene1704		1744871	1746127
gene1705		1746435	1746511
gene1706		1746516	1746592
gene1707		1746700	1747005
gene1708		1747131	1748735
gene1709		1748747	1749559
gene1710		1749563	1750348
gene1711		1750345	1751013
gene1712		1751077	1751724
gene1713		1751728	1753830
gene1714		1753851	1754477
gene1715		1754932	1755141
gene1716		1755698	1757110
gene1717		1757421	1757657
gene1718		1757721	1758725
gene1719		1758874	1759290
gene1720		1759303	1760523
gene1721		1760520	1761791
gene1722		1761766	1762512
gene1723		1762522	1764009
gene1724		1764018	1764386
gene1725		1764713	1764780
gene1726		1764934	1765122
gene1727		1765222	1765632
gene1728		1765629	1768685
gene1729		1769074	1770186
gene1730		1770372	1770477
gene1731		1770615	1770971
gene1732		1771071	1772285
gene1733		1772512	1773777
gene1734		1773789	1774655
gene1735		1774686	1775444
gene1736		1775587	1777182
gene1737		1777196	1778347
gene1738		1778390	1779301
gene1739		1779617	1780381
gene1740		1780401	1781339
gene1741		1781395	1782684
gene1742		1782681	1782974
gene1743		1783031	1784677
gene1744		1784734	1787112
gene1745		1787445	1788278
gene1746		1788435	1789481
gene1747		1789613	1789804
gene1748		1789808	1791244
gene1749		1791307	1792020
gene1750		1792267	1792731
gene1751		1792809	1793558
gene1752		1793558	1794109
gene1753		1794172	1795152
gene1754		1795253	1795552
gene1755		1795557	1797944
gene1756		1797959	1798942
gene1757		1799226	1799270
gene1758		1799393	1799749
gene1759		1799802	1799999
gene1760		1800096	1800638
gene1761		1800642	1802570
gene1762		1803094	1804993
gene1763		1805165	1805272
gene1764		1805325	1806083
gene1765		1806370	1807299
gene1766		1807400	1807690
gene1767		1807796	1808656
gene1768		1808697	1809233
gene1769		1809380	1810048
gene1770		1810211	1810801
gene1771		1810934	1812325
gene1772		1812329	1813132
gene1773		1813421	1813663
gene1774		1813867	1816128
gene1775		1816386	1817135
gene1776		1817148	1818500
gene1777		1818605	1819447
gene1778		1819455	1819805
gene1779		1819856	1821214
gene1780		1821299	1821619
gene1781		1821918	1822256
gene1782		1822458	1823285
gene1783		1823515	1824402
gene1784		1824362	1824937
gene1785		1825140	1825625
gene1786		1825955	1826923
gene1787		1826916	1828259
gene1788		1828256	1829734
gene1789		1829731	1830765
gene1790		1830762	1831982
gene1791		1832428	1833234
gene1792		1833401	1834111
gene1793		1834116	1834793
gene1794		1834808	1835515
gene1795		1835515	1836063
gene1796		1836073	1837239
gene1797		1837212	1838747
gene1798		1838747	1839400
gene1799		1839467	1840774
gene1800		1840783	1841403
gene1801		1841490	1841897
gene1802		1841863	1842135
gene1803		1842371	1843714
gene1804		1843831	1844871
gene1805		1844999	1846960
gene1806		1846965	1848008
gene1807		1848125	1848676
gene1808		1848837	1850693
gene1809		1850860	1851876
gene1810		1851887	1852528
gene1811		1852621	1853979
gene1812		1854096	1854854
gene1813		1854991	1855971
gene1814		1855981	1856928
gene1815		1856933	1857769
gene1816		1857790	1858833
gene1817		1858850	1860229
gene1818		1860256	1861332
gene1819		1861702	1861974
gene1820		1862016	1862429
gene1821		1862771	1863766
gene1822		1863850	1864734
gene1823		1864782	1865636
gene1824		1865726	1866472
gene1825		1866908	1868842
gene1826		1868955	1870238
gene1827		1870385	1871860
gene1829		1873574	1874077
gene1830		1874078	1874182
gene1831		1874352	1874798
gene1832		1874755	1875576
gene1833		1875673	1876854
gene1834		1876909	1877256
gene1835		1877278	1877532
gene1836		1877715	1878740
gene1837		1878773	1878871
gene1838		1878874	1878948
gene1839		1879007	1879255
gene1840		1879403	1879585
gene1841		1879589	1879948
gene1842		1880121	1880759
gene1843		1880886	1881809
gene1844		1881912	1882997
gene1845		1883188	1884633
gene1846		1884665	1885789
gene1847		1885845	1886810
gene1848		1886864	1887991
gene1849		1888061	1889746
gene1850		1889951	1890532
gene1851		1890572	1891267
gene1852		1891325	1893235
gene1853		1893367	1893711
gene1854		1894133	1894432
gene1855		1894552	1894731
gene1856		1894805	1896166
gene1857		1896170	1896748
gene1858		1896932	1898296
gene1859		1898427	1900025
gene1860		1900029	1901585
gene1861		1902048	1903019
gene1862		1903082	1903882
gene1863		1903895	1904746
gene1864		1904801	1905259
gene1865		1905688	1906254
gene1866		1906251	1907060
gene1867		1907226	1907435
gene1868		1907448	1907591
gene1869		1908261	1908548
gene1870		1908623	1908766
gene1871		1908925	1909164
gene1872		1909308	1910099
gene1873		1910276	1911649
gene1874		1911695	1912576
gene1875		1912768	1914816
gene1876		1914836	1915534
gene1877		1915631	1916128
gene1878		1916258	1917541
gene1879		1917510	1920143
gene1880		1920223	1921662
gene1881		1921780	1922016
gene1882		1922121	1922312
gene1883		1922313	1922969
gene1884		1923066	1923314
gene1885		1923164	1923284
gene1886		1923365	1923706
gene1887		1923719	1924591
gene1888		1924595	1924969
gene1889		1925108	1925338
gene1890		1925440	1926096
gene1891		1926120	1926782
gene1892		1926779	1928839
gene1893		1929048	1929707
gene1894		1930034	1930390
gene1895		1930457	1930747
gene1896		1930881	1932059
gene1897		1932115	1932756
gene1898		1932793	1934604
gene1899		1934839	1936314
gene1900		1936652	1937521
gene1901		1937649	1939091
gene1902		1939222	1940193
gene1903		1940313	1941635
gene1904		1941651	1942583
gene1905		1942662	1943417
gene1906		1943414	1944199
gene1907		1944346	1945356
gene1908		1945365	1945976
gene1909		1946115	1946180
gene1910		1946251	1946853
gene1911		1946855	1947376
gene1912		1947411	1948151
gene1913		1948180	1948632
gene1914		1948750	1950522
gene1915		1950832	1951398
gene1916		1951395	1952213
gene1917		1952266	1952661
gene1918		1952702	1953445
gene1919		1953442	1954413
gene1920		1954578	1957007
gene1921		1957032	1958132
gene1922		1958520	1959266
gene1923		1959280	1959846
gene1924		1960062	1961795
gene1925		1961972	1962460
gene1926		1962580	1962972
gene1927		1962972	1965050
gene1928		1965043	1966191
gene1929		1966393	1967037
gene1930		1967048	1967437
gene1931		1967452	1968501
gene1932		1968504	1969364
gene1933		1969383	1970984
gene1934		1971030	1972691
gene1935		1972836	1973339
gene1936		1973360	1975324
gene1937		1975329	1976255
gene1938		1976252	1977139
gene1939		1977266	1977844
gene1940		1977847	1978197
gene1941		1978518	1979021
gene1942		1978940	1979215
gene1943		1979753	1980181
gene1944		1980188	1981612
gene1945		1981587	1982387
gene1946		1982554	1983540
gene1947		1983555	1985069
gene1948		1985139	1986128
gene1949		1986925	1987428
gene1950		1987507	1987758
gene1951		1987873	1987959
gene1952		1988222	1988545
gene1953		1988716	1989213
gene1954		1989251	1989490
gene1955		1989681	1990892
gene1956		1990954	1991619
gene1957		1991815	1991901
gene1958		1991914	1991987
gene1959		1992042	1992117
gene1960		1992269	1992817
gene1961		1992874	1994706
gene1962		1994703	1995359
gene1963		1995818	1996042
gene1964		1996110	1996832
gene1965		1997062	1997814
gene1966		1997811	1998479
gene1967		1998494	1999480
gene1968		1999585	2000385
gene1969		2000473	2001024
gene1970		2001070	2001789
gene1971		2002110	2003606
gene1972		2003872	2005278
gene1973		2005303	2005713
gene1974		2005713	2006078
gene1975		2006156	2007643
gene1976		2007677	2008090
gene1977		2008277	2009482
gene1978		2009479	2009712
gene1979		2009821	2010489
gene1980		2010600	2011079
gene1981		2011223	2012351
gene1982		2012502	2012663
gene1983		2012700	2013014
gene1984		2013229	2014887
gene1985		2014880	2015875
gene1986		2015868	2016554
gene1987		2016554	2017927
gene1988		2017946	2018389
gene1989		2018386	2019513
gene1990		2019618	2020082
gene1991		2020087	2021091
gene1992		2021088	2021501
gene1993		2021504	2021869
gene1994		2021869	2022606
gene1995		2022616	2022885
gene1996		2022893	2023678
gene1997		2023968	2024591
gene1998		2024635	2024823
gene1999		2024986	2025213
gene2000		2025227	2025313
gene2001		2025511	2026326
gene2002		2026323	2028017
gene2003		2028188	2028370
gene2004		2028449	2029366
gene2005		2029539	2030459
gene2006		2030448	2030918
gene2007		2030899	2032317
gene2008		2032384	2033079
gene2009		2033119	2033484
gene2010		2033649	2033739
gene2011		2034051	2035243
gene2012		2035835	2036686
gene2013		2036794	2038152
gene2014		2038152	2038823
gene2015		2038956	2039369
gene2016		2039478	2040482
gene2017		2040483	2041118
gene2018		2041375	2042025
gene2019		2042368	2042898
gene2020		2043468	2043557
gene2021		2043651	2044448
gene2022		2044549	2044624
gene2023		2044938	2052014
gene2024		2052276	2053328
gene2025		2053643	2054959
gene2026		2055061	2056515
gene2027		2056858	2057574
gene2028		2058027	2058102
gene2029		2058203	2059690
gene2030		2059851	2059926
gene2031		2059964	2060914
gene2032		2061016	2061933
gene2033		2062260	2062335
gene2034		2062391	2063323
gene2035		2063388	2064467
gene2036		2064479	2065222
gene2037		2065219	2065764
gene2038		2066068	2066154
gene2039		2066305	2067321
gene2040		2067360	2067892
gene2041		2068261	2068419
gene2042		2068635	2068938
gene2042		2070270	2070474
gene2043		2068952	2069857
gene2044		2069815	2070180
gene2045		2070660	2071211
gene2046		2071315	2071518
gene2047		2071539	2074658
gene2048		2074779	2076311
gene2049		2076308	2076754
gene2050		2076817	2077038
gene2051		2077112	2077480
gene2052		2077569	2077943
gene2053		2077940	2078107
gene2054		2078549	2078677
gene2055		2078746	2078931
gene2056		2079032	2079361
gene2057		2079533	2080591
gene2058		2080789	2081262
gene2059		2081381	2082547
gene2060		2082756	2084183
gene2061		2084226	2084453
gene2062		2084467	2085525
gene2063		2085704	2087062
gene2064		2087052	2087114
gene2065		2087329	2088258
gene2066		2088304	2089128
gene2067		2089211	2089465
gene2068		2089462	2089713
gene2069		2089996	2090046
gene2070		2090192	2091091
gene2071		2091097	2092401
gene2072		2092398	2093468
gene2073		2093468	2094535
gene2074		2094535	2095125
gene2075		2095125	2095862
gene2076		2095844	2096620
gene2077		2096614	2097225
gene2078		2097321	2098301
gene2079		2098447	2099613
gene2080		2099862	2101268
gene2081		2102944	2103389
gene2081		2101396	2101744
gene2082		2101895	2102911
gene2083		2103391	2104509
gene2084		2104494	2105084
gene2085		2105065	2106057
gene2086		2106060	2107226
gene2087		2107226	2108329
gene2088		2108337	2109584
gene2089		2109581	2110138
gene2090		2110138	2111019
gene2091		2111077	2111976
gene2092		2111976	2113061
gene2093		2113434	2114327
gene2094		2114502	2115896
gene2095		2115907	2117127
gene2096		2117124	2118404
gene2097		2118680	2120158
gene2098		2120160	2121554
gene2099		2121609	2122979
gene2100		2123084	2124520
gene2101		2124523	2125746
gene2102		2125743	2126222
gene2103		2126225	2127190
gene2104		2127193	2128314
gene2105		2128340	2128888
gene2106		2128904	2129650
gene2107		2129661	2130878
gene2108		2130853	2132070
gene2109		2132067	2132555
gene2110		2132558	2133397
gene2111		2133490	2135652
gene2112		2135655	2136098
gene2113		2136104	2137243
gene2114		2137902	2139485
gene2115		2139759	2141612
gene2116		2141634	2142215
gene2117		2142307	2142948
gene2118		2143266	2146583
gene2119		2146692	2147540
gene2120		2147674	2149026
gene2121		2149039	2150985
gene2122		2151185	2151646
gene2123		2151711	2152472
gene2124		2152469	2153128
gene2125		2153309	2153451
gene2126		2153349	2153408
gene2127		2153644	2153779
gene2128		2153681	2153737
gene2129		2154016	2155263
gene2130		2155263	2158385
gene2131		2158386	2161463
gene2132		2161464	2162879
gene2133		2162876	2164279
gene2134		2164276	2164998
gene2135		2165189	2165521
gene2136		2165668	2167029
gene2137		2167114	2167200
gene2138		2167302	2167520
gene2139		2167602	2167814
gene2140		2167989	2168306
gene2141		2168712	2169611
gene2142		2171429	2171727
gene2142		2169693	2170167
gene2143		2170236	2170535
gene2144		2170532	2171398
gene2145		2171833	2172873
gene2146		2172921	2174278
gene2147		2174282	2174566
gene2148		2174597	2175049
gene2149		2175059	2176321
gene2150		2176350	2177204
gene2151		2177512	2178564
gene2152		2178821	2180098
gene2153		2180095	2181099
gene2154		2181096	2182061
gene2155		2182035	2182781
gene2156		2182833	2183651
gene2157		2183716	2184516
gene2158		2184513	2185301
gene2159		2185524	2185796
gene2160		2185917	2186741
gene2161		2186960	2187298
gene2162		2187380	2188414
gene2163		2188430	2190910
gene2164		2190926	2191645
gene2165		2191680	2192222
gene2166		2192515	2192796
gene2167		2193059	2194168
gene2168		2194300	2196333
gene2169		2196474	2200269
gene2170		2200279	2203911
gene2171		2203972	2204289
gene2172		2204596	2205684
gene2173		2205695	2207974
gene2174		2207967	2209103
gene2175		2209100	2211100
gene2176		2211225	2211686
gene2177		2211726	2212196
gene2178		2212243	2212962
gene2179		2212959	2214644
gene2180		2214866	2215597
gene2181		2215657	2215764
gene2182		2215745	2216476
gene2183		2216481	2217407
gene2184		2217400	2218557
gene2185		2218564	2219481
gene2186		2219692	2221989
gene2187		2222185	2223900
gene2188		2223938	2224870
gene2189		2225044	2225631
gene2190		2225801	2226379
gene2191		2226509	2227270
gene2192		2227323	2228758
gene2193		2228982	2229065
gene2194		2229438	2230385
gene2195		2230624	2231022
gene2196		2231019	2231714
gene2197		2231844	2232728
gene2198		2232878	2233597
gene2199		2233600	2233839
gene2200		2234033	2235271
gene2201		2235265	2236500
gene2202		2236743	2237753
gene2203		2237769	2239289
gene2204		2239350	2240348
gene2205		2240628	2241668
gene2206		2241810	2242967
gene2207		2242984	2243652
gene2208		2243910	2244746
gene2209		2244778	2246769
gene2210		2247063	2248532
gene2211		2248737	2249618
gene2212		2249717	2250766
gene2213		2250840	2251697
gene2214		2251700	2252788
gene2215		2252895	2254145
gene2216		2254245	2255186
gene2217		2255355	2256014
gene2218		2256085	2257335
gene2219		2257429	2258367
gene2220		2258355	2259296
gene2221		2259719	2261410
gene2222		2261427	2262365
gene2223		2262365	2263495
gene2224		2263863	2265044
gene2225		2265041	2265295
gene2226		2265450	2266022
gene2227		2266245	2267711
gene2228		2267829	2268815
gene2229		2268854	2269567
gene2230		2269979	2270545
gene2231		2270726	2272282
gene2232		2272364	2274178
gene2233		2274179	2275273
gene2234		2275273	2276298
gene2235		2276300	2277889
gene2236		2277893	2278237
gene2237		2278570	2279760
gene2238		2279788	2280483
gene2239		2280632	2282392
gene2240		2282517	2282801
gene2241		2282940	2283947
gene2242		2284129	2284356
gene2243		2284376	2286136
gene2244		2286211	2286287
gene2245		2290114	2290180
gene2245		2286390	2288914
gene2246		2289065	2290081
gene2247		2290500	2291147
gene2248		2291358	2292410
gene2249		2292407	2292964
gene2250		2292961	2294904
gene2251		2294901	2295380
gene2252		2295377	2295586
gene2253		2295583	2296320
gene2254		2296362	2297024
gene2255		2297021	2297644
gene2256		2297657	2298259
gene2257		2298269	2298718
gene2258		2298715	2299578
gene2259		2299565	2300260
gene2260		2300267	2302753
gene2261		2302750	2303013
gene2262		2303003	2303497
gene2263		2303905	2304393
gene2264		2305108	2306754
gene2265		2306972	2308615
gene2266		2308691	2309341
gene2267		2309341	2310405
gene2268		2310479	2311534
gene2269		2311646	2312749
gene2270		2313084	2313176
gene2271		2313488	2316160
gene2272		2316177	2316827
gene2273		2317027	2319876
gene2274		2320043	2321869
gene2275		2321866	2323251
gene2276		2323447	2324109
gene2277		2324109	2324759
gene2278		2324756	2326078
gene2279		2326109	2327293
gene2280		2327367	2328143
gene2281		2328148	2329797
gene2282		2329798	2334402
gene2283		2334336	2334959
gene2284		2334956	2336644
gene2285		2336793	2339420
gene2286		2339567	2340289
gene2287		2340417	2344169
gene2288		2344865	2347150
gene2289		2347384	2348514
gene2290		2348514	2348768
gene2291		2348822	2349472
gene2292		2349651	2349893
gene2293		2349935	2351011
gene2294		2351016	2352374
gene2295		2352647	2354275
gene2296		2354265	2355524
gene2297		2355521	2356711
gene2298		2356904	2357803
gene2299		2357816	2358001
gene2300		2358042	2358845
gene2301		2358863	2360152
gene2302		2360209	2361414
gene2303		2361429	2362211
gene2304		2362431	2363633
gene2305		2363733	2364275
gene2306		2364554	2364979
gene2307		2365018	2365620
gene2308		2365928	2367067
gene2309		2367071	2368039
gene2310		2368039	2370021
gene2311		2370018	2370908
gene2312		2370908	2372560
gene2313		2372557	2372892
gene2314		2372892	2373278
gene2315		2373272	2373538
gene2316		2373648	2375003
gene2317		2375000	2375962
gene2318		2375962	2376819
gene2319		2376834	2377592
gene2320		2377589	2379259
gene2321		2379348	2380643
gene2322		2380722	2381027
gene2323		2381082	2381543
gene2324		2381608	2382525
gene2325		2382713	2383924
gene2326		2383995	2385722
gene2327		2385860	2386831
gene2328		2386934	2387437
gene2329		2387710	2388426
gene2330		2388635	2389057
gene2331		2389116	2389964
gene2332		2390048	2391505
gene2333		2391512	2393041
gene2334		2393205	2395046
gene2335		2395043	2395345
gene2336		2395342	2395896
gene2337		2395908	2396450
gene2338		2396465	2397442
gene2339		2397439	2400165
gene2340		2400218	2401555
gene2341		2401552	2402052
gene2342		2402055	2403845
gene2343		2403951	2404613
gene2344		2404629	2405072
gene2345		2405703	2406641
gene2346		2407561	2408778
gene2347		2408862	2409461
gene2348		2409520	2411352
gene2349		2411439	2412089
gene2350		2412100	2412594
gene2351		2412677	2413132
gene2352		2413470	2414672
gene2353		2414747	2416891
gene2354		2417081	2418601
gene2355		2418634	2419176
gene2356		2419234	2419788
gene2357		2419841	2420485
gene2358		2420621	2421268
gene2359		2421325	2421687
gene2360		2421708	2422601
gene2361		2422649	2423539
gene2362		2423736	2424509
gene2363		2424517	2425233
gene2364		2425230	2425916
gene2365		2426006	2426788
